0.8862500000000001,0,0.001630648772300242,141: out
,"[40, 0, 0]","[0.03318534630985591, 0.0003819917818825126]"
,"[41, 0, 0]","[0.033185167272558776, 0.0005944667628701892]"
,"[42, 0, 0]","[0.03318494324297967, 0.0011232854978274788]"
,"[43, 0, 0]","[0.033184663678762265, 0.001290815147861678]"
,"[44, 0, 0]","[0.03318440987991443, 0.0008558256207580695]"
,"[45, 0, 0]","[0.033184225495827335, 0.00031823405866484206]"
,"[46, 0, 0]","[0.03318405041979415, 0.0007012469051056434]"
,"[47, 0, 0]","[0.03318380091964457, 0.0012582474976742658]"
,"[48, 0, 0]","[0.033183468935643494, 0.0014469893249404412]"
,"[49, 0, 0]","[0.03318315921269861, 0.0010044277454459708]"
,"[50, 0, 0]","[0.03318293578565564, 0.0003902395471902394]"
,"[51, 0, 0]","[0.03318274070548582, 0.0007006975007912374]"
,"[52, 0, 0]","[0.033182492885031535, 0.0012754984383032191]"
,"[53, 0, 0]","[0.03318215510723775, 0.001614322349919782]"
,"[54, 0, 0]","[0.033181826970967054, 0.001080130941814113]"
,"[55, 0, 0]","[0.03318160741376551, 0.0006084922439420653]"
,"[56, 0, 0]","[0.03318144904488336, 0.000769189675109301]"
,"[57, 0, 0]","[0.03318128556322563, 0.0007878146840756823]"
,"[58, 0, 0]","[0.033181078515337234, 0.0013920645415230702]"
,"[59, 0, 0]","[0.03318082902690638, 0.0010085136948759941]"
,"[60, 0, 0]","[0.033180642651741, 0.0005710372305612061]"
,"[61, 0, 0]","[0.03318051545001503, 0.000456577856828116]"
,"[62, 0, 0]","[0.03318037125636394, 0.0008942631181544198]"
,"[63, 0, 0]","[0.03318014390715183, 0.001311968909984472]"
,"[64, 0, 0]","[0.033179862179647655, 0.0012575945567934793]"
,"[65, 0, 0]","[0.033179641479404595, 0.0007117612354217973]"
,"[66, 0, 0]","[0.03317948458911476, 0.0003412605805970972]"
,"[67, 0, 0]","[0.03317933251233908, 0.0007036709959716173]"
,"[68, 0, 0]","[0.033179146786026625, 0.001078314186130288]"
,"[69, 0, 0]","[0.03317892653626832, 0.0011512555755890156]"
,"[70, 0, 0]","[0.03317872902225563, 0.0007677398706232732]"
,"[71, 0, 0]","[0.0331786000771708, 0.00023985651272084372]"
,"[72, 0, 0]","[0.0331785193122449, 0.0004962038391982985]"
,"[73, 0, 0]","[0.03317841388963782, 0.000828206013856855]"
,"[74, 0, 0]","[0.03317826932422543, 0.0008792397701412663]"
,"[75, 0, 0]","[0.03317815503655839, 0.0005205166656058236]"
,"[76, 0, 0]","[0.03317808802198395, 0.00017796629352309358]"
,"[77, 0, 0]","[0.03317803428131375, 0.0003581203455267297]"
,"[78, 0, 0]","[0.03317796630926269, 0.0006057371965568284]"
,"[79, 0, 0]","[0.033177878499840364, 0.0006799309265911985]"
,"[80, 0, 0]","[0.033177797163229425, 0.00046362273637630755]"
,"[81, 0, 0]","[0.033177742291736825, 0.00015672876046769724]"
,"[82, 0, 0]","[0.033177702640695764, 0.0003094160983585233]"
,"[83, 0, 0]","[0.03317765035974408, 0.0005365896853303372]"
,"[84, 0, 0]","[0.033177580132676444, 0.0005822245298772959]"
,"[85, 0, 0]","[0.03317752208954698, 0.0003529899928912289]"
,"[86, 0, 0]","[0.033177487250079345, 0.00012634251631357473]"
,"[87, 0, 0]","[0.033177458239810304, 0.00025679491504702857]"
,"[88, 0, 0]","[0.03317742004519461, 0.0004354601335826697]"
,"[89, 0, 0]","[0.03317737237233298, 0.0004736195875701725]"
,"[90, 0, 0]","[0.03317733156080628, 0.0003010939688918001]"
,"[91, 0, 0]","[0.03317730756948001, 9.767439913057112e-05]"
,"[92, 0, 0]","[0.033177291747777046, 0.00019876149237473527]"
,"[93, 0, 0]","[0.033177271486190714, 0.0003250348658580237]"
,"[94, 0, 0]","[0.03317724696415094, 0.00031985262419089843]"
,"[95, 0, 0]","[0.03317722824685392, 0.00018079890763747107]"
,"[96, 0, 0]","[0.03317721676846092, 7.633917068882859e-05]"
,"[97, 0, 0]","[0.03317720607599632, 0.0001631373860599198]"
,"[98, 0, 0]","[0.033177191539600595, 0.0002641139331320266]"
,"[99, 0, 0]","[0.03317717495503553, 0.00024817759033009143]"
,"[100, 0, 0]","[0.03317716211668905, 0.00014728312326559926]"
,"[101, 0, 0]","[0.03317715400549618, 7.19787877939457e-05]"
,"[102, 0, 0]","[0.03317714628850804, 0.000146023309908862]"
,"[103, 0, 0]","[0.03317713455260311, 0.00025511191206114544]"
,"[104, 0, 0]","[0.03317712076772839, 0.00021198494493919294]"
,"[105, 0, 0]","[0.03317711107966388, 0.00013239401122140372]"
,"[106, 0, 0]","[0.03317710598735039, 6.239657999129859e-05]"
,"[107, 0, 0]","[0.03317710149501778, 0.00010716244613255996]"
,"[108, 0, 0]","[0.033177094610315296, 0.00020820906367786157]"
,"[109, 0, 0]","[0.0331770855867784, 0.00018249969434384653]"
,"[110, 0, 0]","[0.03317707801007542, 0.00013652412225191598]"
,"[111, 0, 0]","[0.03317707358562949, 4.578247082982756e-05]"
,"[112, 0, 0]","[0.03317707001727936, 8.657859180376772e-05]"
,"[113, 0, 0]","[0.033177064431365685, 0.00016454345862867794]"
,"[114, 0, 0]","[0.03317705670307077, 0.00017490534571234934]"
,"[115, 0, 0]","[0.033177049915483196, 0.0001191064746831358]"
,"[116, 0, 0]","[0.033177045978559146, 4.2905686912728585e-05]"
,"[117, 0, 0]","[0.03317704298902089, 6.931420620713739e-05]"
,"[118, 0, 0]","[0.03317703869821031, 0.00012809056967574806]"
,"[119, 0, 0]","[0.03317703253797471, 0.00015424186937829773]"
,"[120, 0, 0]","[0.033177026319235234, 0.00011502662970375804]"
,"[121, 0, 0]","[0.03317702203335188, 4.586677650248543e-05]"
,"[122, 0, 0]","[0.033177018842154515, 7.203294313103142e-05]"
,"[123, 0, 0]","[0.033177014574589575, 0.0001326278638378784]"
,"[124, 0, 0]","[0.03317700813889838, 0.00016712504551889663]"
,"[125, 0, 0]","[0.03317700123995629, 0.0001323820338058264]"
,"[126, 0, 0]","[0.033176996212375146, 5.843501641442278e-05]"
,"[127, 0, 0]","[0.03317699237679346, 6.492562712288093e-05]"
,"[128, 0, 0]","[0.03317698749623455, 0.000128673349120453]"
,"[129, 0, 0]","[0.033176980251130035, 0.00017499296632059107]"
,"[130, 0, 0]","[0.03317697210824494, 0.00015465547922783175]"
,"[131, 0, 0]","[0.03317696590374912, 7.581616993236623e-05]"
,"[132, 0, 0]","[0.03317696160686442, 5.8333651583732735e-05]"
,"[133, 0, 0]","[0.03317695676963674, 0.00012111969398484736]"
,"[134, 0, 0]","[0.033176949313350294, 0.0001739638286904316]"
,"[135, 0, 0]","[0.0331769405252744, 0.00015924612294516597]"
,"[136, 0, 0]","[0.03317693357745157, 8.222423317775078e-05]"
,"[137, 0, 0]","[0.03317692873052987, 5.684604824254927e-05]"
,"[138, 0, 0]","[0.033176923635603484, 0.00011376686814979769]"
,"[139, 0, 0]","[0.03317691680348618, 0.00015617078542058915]"
,"[140, 0, 0]","[0.033176909623927844, 0.00013425049438828865]"
,"[141, 0, 0]","[0.03317690451314257, 6.209493591900074e-05]"
,"[142, 0, 0]","[0.0331769012393841, 5.272360827724427e-05]"
,"[143, 0, 0]","[0.03317689788588578, 9.90103917325786e-05]"
,"[144, 0, 0]","[0.03317689352514314, 0.00012129118801383169]"
,"[145, 0, 0]","[0.03317688955999742, 8.699443134034693e-05]"
,"[146, 0, 0]","[0.03317688706524569, 3.571378854913215e-05]"
,"[147, 0, 0]","[0.03317688524984581, 4.912458072213106e-05]"
,"[148, 0, 0]","[0.033176882936010864, 8.697801924360471e-05]"
,"[149, 0, 0]","[0.03317687988712948, 0.00010221391137924287]"
,"[150, 0, 0]","[0.03317687703702978, 7.263343736612687e-05]"
,"[151, 0, 0]","[0.03317687510265865, 3.121586276940548e-05]"
,"[152, 0, 0]","[0.03317687355472679, 4.7003168184635723e-05]"
,"[153, 0, 0]","[0.03317687155018742, 7.903528275573432e-05]"
,"[154, 0, 0]","[0.033176869127142225, 8.313164030787881e-05]"
,"[155, 0, 0]","[0.033176867236893996, 4.7869430787029474e-05]"
,"[156, 0, 0]","[0.03317686617015728, 2.2201427735207032e-05]"
,"[157, 0, 0]","[0.03317686530161108, 4.317224872382091e-05]"
,"[158, 0, 0]","[0.03317686408036669, 6.720926837278962e-05]"
,"[159, 0, 0]","[0.03317686262808546, 6.778813163221025e-05]"
,"[160, 0, 0]","[0.03317686154373501, 3.813046682336175e-05]"
,"[161, 0, 0]","[0.03317686097882725, 1.5788701730220388e-05]"
,"[162, 0, 0]","[0.03317686053258407, 2.9243985539291592e-05]"
,"[163, 0, 0]","[0.03317685985689392, 4.766500770659472e-05]"
,"[164, 0, 0]","[0.03317685900366602, 4.997209560761827e-05]"
,"[165, 0, 0]","[0.03317685831899386, 2.9330159494220164e-05]"
,"[166, 0, 0]","[0.033176857941263196, 1.2867939324446898e-05]"
,"[167, 0, 0]","[0.03317685764507055, 2.3239792124775592e-05]"
,"[168, 0, 0]","[0.033176857219651815, 3.708318290252823e-05]"
,"[169, 0, 0]","[0.033176856679836275, 3.9070977377118986e-05]"
,"[170, 0, 0]","[0.03317685622937211, 2.36588095192128e-05]"
,"[171, 0, 0]","[0.03317685595881083, 1.1154621052703743e-05]"
,"[172, 0, 0]","[0.033176855732914616, 2.038394375046652e-05]"
,"[173, 0, 0]","[0.03317685540386986, 3.2634835192777025e-05]"
,"[174, 0, 0]","[0.033176854982941664, 3.469915278716946e-05]"
,"[175, 0, 0]","[0.033176854631211755, 2.152867465364337e-05]"
,"[176, 0, 0]","[0.033176854422144436, 9.751876896325784e-06]"
,"[177, 0, 0]","[0.03317685424990586, 1.6409135571584624e-05]"
,"[178, 0, 0]","[0.03317685399918426, 2.6964684748548124e-05]"
,"[179, 0, 0]","[0.033176853669835235, 2.9677148680422426e-05]"
,"[180, 0, 0]","[0.03317685338171803, 1.9229419177711552e-05]"
,"[181, 0, 0]","[0.03317685320446308, 8.901900936885068e-06]"
,"[182, 0, 0]","[0.03317685306308502, 1.4614827080896859e-05]"
,"[183, 0, 0]","[0.033176852865299755, 2.3524611566881803e-05]"
,"[184, 0, 0]","[0.03317685261045213, 2.523979795205025e-05]"
,"[185, 0, 0]","[0.03317685239398278, 1.5691685186344592e-05]"
,"[186, 0, 0]","[0.033176852263831116, 7.650942677134237e-06]"
,"[187, 0, 0]","[0.03317685215774698, 1.3339775221631465e-05]"
,"[188, 0, 0]","[0.03317685200184186, 2.1621826410390968e-05]"
,"[189, 0, 0]","[0.03317685178801098, 2.437508975168765e-05]"
,"[190, 0, 0]","[0.033176851588470765, 1.680628724110502e-05]"
,"[191, 0, 0]","[0.03317685145815429, 7.837887878032088e-06]"
,"[192, 0, 0]","[0.0331768513529226, 1.1770206408689373e-05]"
,"[193, 0, 0]","[0.03317685120225035, 2.0192740933247935e-05]"
,"[194, 0, 0]","[0.033176850987301845, 2.4260460658752193e-05]"
,"[195, 0, 0]","[0.03317685077682718, 1.8026292546635733e-05]"
,"[196, 0, 0]","[0.03317685063992967, 8.277963754479334e-06]"
,"[197, 0, 0]","[0.03317685054154816, 1.0072211133207274e-05]"
,"[198, 0, 0]","[0.03317685041336306, 1.747822511843667e-05]"
,"[199, 0, 0]","[0.03317685023153023, 2.1486010013140352e-05]"
,"[200, 0, 0]","[0.03317685005425688, 1.6234742205936997e-05]"
,"[201, 0, 0]","[0.03317684994394682, 7.23456258266141e-06]"
,"[202, 0, 0]","[0.033176849874404064, 8.170580347848069e-06]"
,"[203, 0, 0]","[0.033176849792938154, 1.3665112453874941e-05]"
,"[204, 0, 0]","[0.03317684968278742, 1.6181259786197e-05]"
,"[205, 0, 0]","[0.03317684958088627, 1.1769400918047252e-05]"
,"[206, 0, 0]","[0.03317684951724996, 5.513736734575534e-06]"
,"[207, 0, 0]","[0.0331768494723439, 6.6554168363920445e-06]"
,"[208, 0, 0]","[0.03317684941548413, 1.0885675963644063e-05]"
,"[209, 0, 0]","[0.03317684934233741, 1.2289061162997348e-05]"
,"[210, 0, 0]","[0.033176849280027634, 8.234567447657211e-06]"
,"[211, 0, 0]","[0.03317684924405433, 3.933525496116361e-06]"
,"[212, 0, 0]","[0.03317684921788259, 5.61849392384016e-06]"
,"[213, 0, 0]","[0.03317684918195988, 8.968660435606244e-06]"
,"[214, 0, 0]","[0.03317684913495711, 9.92814145716609e-06]"
,"[215, 0, 0]","[0.033176849094787235, 6.58234811659543e-06]"
,"[216, 0, 0]","[0.03317684907188733, 3.1240080839430885e-06]"
,"[217, 0, 0]","[0.03317684905566405, 4.259595406679393e-06]"
,"[218, 0, 0]","[0.033176849034418046, 6.555353004774443e-06]"
,"[219, 0, 0]","[0.03317684900825041, 6.881467083272725e-06]"
,"[220, 0, 0]","[0.03317684898712792, 4.283239105555101e-06]"
,"[221, 0, 0]","[0.03317684897473875, 2.379163492575732e-06]"
,"[222, 0, 0]","[0.03317684896455867, 3.7019771989872046e-06]"
,"[223, 0, 0]","[0.03317684895044536, 5.45291397619915e-06]"
,"[224, 0, 0]","[0.03317684893431026, 5.31614280399881e-06]"
,"[225, 0, 0]","[0.033176848923171715, 2.947044193680586e-06]"
,"[226, 0, 0]","[0.033176848917935355, 1.4920477526583674e-06]"
,"[227, 0, 0]","[0.03317684891405549, 2.2560226932314807e-06]"
,"[228, 0, 0]","[0.03317684890849278, 3.3099167269805763e-06]"
,"[229, 0, 0]","[0.033176848902248424, 3.2076751323079073e-06]"
,"[230, 0, 0]","[0.03317684889799133, 1.8131038014341975e-06]"
,"[231, 0, 0]","[0.033176848895884396, 9.88209279000443e-07]"
,"[232, 0, 0]","[0.03317684889406459, 1.4702545371323968e-06]"
,"[233, 0, 0]","[0.033176848891164505, 2.2574909503558804e-06]"
,"[234, 0, 0]","[0.03317684888751882, 2.3414440556982634e-06]"
,"[235, 0, 0]","[0.03317684888464514, 1.40772179690966e-06]"
,"[236, 0, 0]","[0.03317684888311643, 8.192059186547125e-07]"
,"[237, 0, 0]","[0.03317684888196469, 1.2565836861645695e-06]"
,"[238, 0, 0]","[0.03317684888034626, 1.8170662681485933e-06]"
,"[239, 0, 0]","[0.03317684887839168, 1.8370523453777248e-06]"
,"[240, 0, 0]","[0.0331768488768872, 1.1440582372995138e-06]"
,"[241, 0, 0]","[0.033176848876047105, 6.239594535122796e-07]"
,"[242, 0, 0]","[0.03317684887534071, 8.501268466106722e-07]"
,"[243, 0, 0]","[0.03317684887430572, 1.282907334442873e-06]"
,"[244, 0, 0]","[0.03317684887306544, 1.317676600417205e-06]"
,"[245, 0, 0]","[0.033176848872147835, 7.966718650655057e-07]"
,"[246, 0, 0]","[0.03317684887168124, 4.494520776935952e-07]"
,"[247, 0, 0]","[0.033176848871322204, 6.3377123727315e-07]"
,"[248, 0, 0]","[0.03317684887079827, 9.20463613098698e-07]"
,"[249, 0, 0]","[0.03317684887016914, 9.190492496506305e-07]"
,"[250, 0, 0]","[0.03317684886970254, 5.399970255485686e-07]"
,"[251, 0, 0]","[0.033176848869466646, 3.214978299776e-07]"
,"[252, 0, 0]","[0.033176848869287984, 4.6851169371732976e-07]"
,"[253, 0, 0]","[0.03317684886903186, 6.659820782726463e-07]"
,"[254, 0, 0]","[0.03317684886872893, 6.629947523244804e-07]"
,"[255, 0, 0]","[0.03317684886850399, 4.083463392260039e-07]"
,"[256, 0, 0]","[0.03317684886838345, 2.3478335464179552e-07]"
,"[257, 0, 0]","[0.03317684886828295, 3.103655499980638e-07]"
,"[258, 0, 0]","[0.033176848868135635, 4.516373212092971e-07]"
,"[259, 0, 0]","[0.03317684886796042, 4.572824701851211e-07]"
,"[260, 0, 0]","[0.03317684886782694, 2.8690358237495807e-07]"
,"[261, 0, 0]","[0.03317684886775027, 1.9229887286706052e-07]"
,"[262, 0, 0]","[0.0331768488676817, 2.7305756313636207e-07]"
,"[263, 0, 0]","[0.03317684886758082, 3.8400007269121006e-07]"
,"[264, 0, 0]","[0.0331768488674619, 3.7659254475905484e-07]"
,"[265, 0, 0]","[0.0331768488673733, 2.2914325315855178e-07]"
,"[266, 0, 0]","[0.03317684886732408, 1.532438528291898e-07]"
,"[267, 0, 0]","[0.033176848867281165, 2.1582165105715454e-07]"
,"[268, 0, 0]","[0.033176848867218216, 2.9789539984344865e-07]"
,"[269, 0, 0]","[0.03317684886714481, 2.8580151691282366e-07]"
,"[270, 0, 0]","[0.0331768488670908, 1.7054382878987896e-07]"
,"[271, 0, 0]","[0.0331768488670607, 1.2300656412815248e-07]"
,"[272, 0, 0]","[0.033176848867033565, 1.7847003100469406e-07]"
,"[273, 0, 0]","[0.03317684886699239, 2.4740718305241764e-07]"
,"[274, 0, 0]","[0.03317684886694258, 2.428963261195578e-07]"
,"[275, 0, 0]","[0.033176848866904536, 1.4926631975687884e-07]"
,"[276, 0, 0]","[0.03317684886688351, 9.829136803710536e-08]"
,"[277, 0, 0]","[0.033176848866866164, 1.351279333928202e-07]"
,"[278, 0, 0]","[0.03317684886684155, 1.8519224178508271e-07]"
,"[279, 0, 0]","[0.033176848866813255, 1.8006634785578614e-07]"
,"[280, 0, 0]","[0.03317684886679268, 1.1247575735627946e-07]"
,"[281, 0, 0]","[0.033176848866781045, 7.468728678141822e-08]"
,"[282, 0, 0]","[0.033176848866770414, 9.879682980455036e-08]"
,"[283, 0, 0]","[0.03317684886675466, 1.3686223171705094e-07]"
,"[284, 0, 0]","[0.033176848866736795, 1.315865254990325e-07]"
,"[285, 0, 0]","[0.0331768488667246, 7.758794309209248e-08]"
,"[286, 0, 0]","[0.03317684886671868, 5.2500633830814305e-08]"
,"[287, 0, 0]","[0.033176848866713717, 7.112924729908576e-08]"
,"[288, 0, 0]","[0.033176848866705924, 9.907860324563846e-08]"
,"[289, 0, 0]","[0.03317684886669626, 9.904146106113741e-08]"
,"[290, 0, 0]","[0.03317684886668906, 6.122293153042252e-08]"
,"[291, 0, 0]","[0.03317684886668541, 3.93093132057677e-08]"
,"[292, 0, 0]","[0.033176848866682714, 5.1572136895328176e-08]"
,"[293, 0, 0]","[0.033176848866678744, 7.159714131935754e-08]"
,"[294, 0, 0]","[0.03317684886667371, 7.355590176673033e-08]"
,"[295, 0, 0]","[0.03317684886666994, 4.7542927377914626e-08]"
,"[296, 0, 0]","[0.03317684886666813, 2.7228767906384e-08]"
,"[297, 0, 0]","[0.03317684886666686, 3.085412603358976e-08]"
,"[298, 0, 0]","[0.03317684886666508, 4.2792567699821476e-08]"
,"[299, 0, 0]","[0.03317684886666279, 4.535340180815627e-08]"
,"[300, 0, 0]","[0.03317684886666101, 3.0476485262651285e-08]"
,"[301, 0, 0]","[0.03317684886666011, 1.9124977673377737e-08]"
,"[302, 0, 0]","[0.03317684886665952, 2.282297656161134e-08]"
,"[303, 0, 0]","[0.03317684886665864, 3.0608046422756295e-08]"
,"[304, 0, 0]","[0.03317684886665762, 3.124619285552284e-08]"
0.8861328125000001,0,1.4330353700455817e-13
,,RedoPen
0.8861328125000001,"[0, 0, 0]","[0.033231433940218214, 0.05525691643545831]"
,"[1, 0, 0]","[0.08836969154097496, 2.087044096720508]"
,"[1, 0, 0]","[0.08836969154097496, 2.087044096720508]"
,"[1, 0, 1]","[0.04625170893741234, 1.0162649069836314]"
,"[1, 0, 2]","[0.03610472495130103, 0.4810072700328893]"
,"[1, 0, 3]","[0.0337589102305869, 0.21350064786994025]"
,"[1, 0, 4]","[0.03326788488475695, 0.08007608368134014]"
,"[2, 0, 0]","[0.034298712372561324, 0.24242334675278576]"
,"[2, 0, 0]","[0.034298712372561324, 0.24242334675278576]"
,"[2, 0, 1]","[0.033443007972193003, 0.11565759318626176]"
,"[2, 0, 2]","[0.033242231112728275, 0.052749723538208705]"
,"[2, 0, 3]","[0.03319861165726156, 0.022605090484667415]"
,"[3, 0, 0]","[0.03326508738782732, 0.04963230073869509]"
,"[3, 0, 0]","[0.03326508738782732, 0.04963230073869509]"
,"[3, 0, 1]","[0.03320564804553623, 0.02289916082070031]"
,"[3, 0, 2]","[0.0331927229078103, 0.011606326121255084]"
,"[4, 0, 0]","[0.03319791268307602, 0.01620528337669682]"
,"[4, 0, 0]","[0.03319791268307602, 0.01620528337669682]"
,"[4, 0, 1]","[0.03319089209176785, 0.007434837247942701]"
,"[5, 0, 0]","[0.03320060172371945, 0.02194170502880622]"
,"[5, 0, 0]","[0.03320060172371945, 0.02194170502880622]"
,"[5, 0, 1]","[0.03319049884398852, 0.008106111717821909]"
,"[6, 0, 0]","[0.033199415984893406, 0.016319511585379066]"
,"[6, 0, 0]","[0.033199415984893406, 0.016319511585379066]"
,"[6, 0, 1]","[0.03319083307786285, 0.00742562903754079]"
,"[6, 0, 2]","[0.033189070357484945, 0.003108833820617131]"
,"[7, 0, 0]","[0.03318887171977804, 0.0009891356867661849]"
,"[7, 0, 0]","[0.03318887171977804, 0.0009891356867661849]"
,"[8, 0, 0]","[0.03318878623634861, 0.0008335863841670407]"
,"[9, 0, 0]","[0.03318877222142121, 0.0001412522642189592]"
,"[10, 0, 0]","[0.03318879496252648, 0.0008059676201059166]"
,"[10, 0, 0]","[0.03318879496252648, 0.0008059676201059166]"
,"[10, 0, 1]","[0.03318877409992697, 0.0003526132205680245]"
,"[11, 0, 0]","[0.03318876184480008, 0.00022995538949313783]"
,"[12, 0, 0]","[0.033188756483789265, 0.00037568160331846934]"
,"[13, 0, 0]","[0.03318875589684057, 0.000266938061720114]"
,"[13, 0, 0]","[0.03318875589684057, 0.000266938061720114]"
,"[14, 0, 0]","[0.03318874632930945, 6.030262232947264e-05]"
,"[15, 0, 0]","[0.03318874334847886, 0.00011292571596485948]"
,"[16, 0, 0]","[0.03318873887610085, 0.00027096885582709605]"
,"[17, 0, 0]","[0.03318874297854933, 0.00048752147741352916]"
,"[17, 0, 0]","[0.03318874297854933, 0.00048752147741352916]"
,"[18, 0, 0]","[0.033188732302268625, 0.00020485349321249706]"
,"[19, 0, 0]","[0.033188729380164435, 4.2298647103571533e-05]"
,"[20, 0, 0]","[0.03318872806839394, 0.00011286084061200864]"
,"[21, 0, 0]","[0.03318872869156592, 0.0003552758367018661]"
,"[21, 0, 0]","[0.03318872869156592, 0.0003552758367018661]"
,"[22, 0, 0]","[0.03318872442938547, 0.00017399626400479184]"
,"[23, 0, 0]","[0.03318872246808302, 4.897017222515618e-05]"
,"[24, 0, 0]","[0.03318872169602086, 4.300811575034675e-05]"
,"[25, 0, 0]","[0.0331887205565852, 0.00010362998338853208]"
,"[26, 0, 0]","[0.033188718994233674, 0.00013716631168762808]"
,"[27, 0, 0]","[0.03318871753440691, 0.00010139420680920177]"
,"[28, 0, 0]","[0.03318871668229419, 3.124554541840129e-05]"
,"[29, 0, 0]","[0.033188716141423, 3.819533492357023e-05]"
,"[30, 0, 0]","[0.033188715542833765, 7.640468152823147e-05]"
,"[31, 0, 0]","[0.0331887148736606, 8.069525947263214e-05]"
,"[32, 0, 0]","[0.03318871436545655, 4.3493884939458726e-05]"
,"[33, 0, 0]","[0.033188714038884876, 1.4120750653054656e-05]"
,"[34, 0, 0]","[0.033188713720055385, 4.638553994759777e-05]"
,"[35, 0, 0]","[0.03318871328225451, 7.257338856734392e-05]"
,"[36, 0, 0]","[0.033188712823436085, 6.480982739643871e-05]"
,"[37, 0, 0]","[0.03318871250940097, 2.7351613693473944e-05]"
,"[38, 0, 0]","[0.03318871231500495, 1.5787036307162344e-05]"
,"[39, 0, 0]","[0.03318871210363717, 4.3864802574247714e-05]"
,"[40, 0, 0]","[0.03318871179363203, 6.370833419328971e-05]"
,"[41, 0, 0]","[0.03318871144957343, 5.536389286544659e-05]"
,"[42, 0, 0]","[0.03318871118438003, 2.265302411088776e-05]"
,"[43, 0, 0]","[0.03318871098817919, 1.8528425095014083e-05]"
,"[44, 0, 0]","[0.03318871075798485, 4.715675074379779e-05]"
,"[45, 0, 0]","[0.03318871043525161, 6.477884597432321e-05]"
,"[46, 0, 0]","[0.033188710102928, 5.235281873279141e-05]"
,"[47, 0, 0]","[0.0331887098774677, 1.8662313330366527e-05]"
,"[48, 0, 0]","[0.03318870973206394, 1.7341230346778614e-05]"
,"[49, 0, 0]","[0.033188709574353784, 3.9468715506431544e-05]"
,"[50, 0, 0]","[0.03318870936912533, 4.900288992235817e-05]"
,"[51, 0, 0]","[0.033188709176912745, 3.4374501279369915e-05]"
,"[52, 0, 0]","[0.033188709045659535, 9.512662348406585e-06]"
,"[53, 0, 0]","[0.033188708939006197, 2.056736795934448e-05]"
,"[54, 0, 0]","[0.03318870879460735, 4.08668592805876e-05]"
,"[55, 0, 0]","[0.03318870860428728, 4.802846363915482e-05]"
,"[56, 0, 0]","[0.03318870843704331, 3.1525407706313237e-05]"
,"[57, 0, 0]","[0.03318870833852078, 7.799017661694369e-06]"
,"[58, 0, 0]","[0.03318870826649819, 1.744463891565727e-05]"
,"[59, 0, 0]","[0.03318870816326479, 3.53489410636927e-05]"
,"[60, 0, 0]","[0.033188708010670046, 4.458921293010642e-05]"
,"[61, 0, 0]","[0.0331887078539281, 3.3458285369175986e-05]"
,"[62, 0, 0]","[0.03318870774893549, 1.0481088657228452e-05]"
,"[63, 0, 0]","[0.033188707677887556, 1.384037023290708e-05]"
,"[64, 0, 0]","[0.03318870759449648, 2.9082842180524067e-05]"
,"[65, 0, 0]","[0.03318870748153107, 3.5630481067772304e-05]"
,"[66, 0, 0]","[0.033188707370651556, 2.5252316495270423e-05]"
,"[67, 0, 0]","[0.0331887072887905, 7.420068166197982e-06]"
,"[68, 0, 0]","[0.0331887072138309, 1.727417353360828e-05]"
,"[69, 0, 0]","[0.033188707096715925, 3.713978124986206e-05]"
,"[70, 0, 0]","[0.03318870690494005, 5.192591178814474e-05]"
,"[71, 0, 0]","[0.03318870667520068, 4.644854367833869e-05]"
,"[72, 0, 0]","[0.033188706503707324, 2.0602004233750723e-05]"
,"[73, 0, 0]","[0.033188706401495675, 9.946526906350022e-06]"
,"[74, 0, 0]","[0.033188706304672785, 2.750970385776247e-05]"
,"[75, 0, 0]","[0.03318870616397422, 4.053745489424415e-05]"
,"[76, 0, 0]","[0.033188706003520134, 3.6508962981371615e-05]"
,"[77, 0, 0]","[0.033188705882617235, 1.6145396639836768e-05]"
,"[78, 0, 0]","[0.03318870580592754, 9.037148406291642e-06]"
,"[79, 0, 0]","[0.03318870572831599, 2.4045105162736054e-05]"
,"[80, 0, 0]","[0.03318870561820782, 3.4443284474504075e-05]"
,"[81, 0, 0]","[0.03318870549925991, 2.9568394144514443e-05]"
,"[82, 0, 0]","[0.03318870541548916, 1.201033002004853e-05]"
,"[83, 0, 0]","[0.033188705363456805, 8.225517979479069e-06]"
,"[84, 0, 0]","[0.03318870530885996, 2.029550427543814e-05]"
,"[85, 0, 0]","[0.03318870523193488, 2.7844902962984626e-05]"
,"[86, 0, 0]","[0.033188705152391015, 2.2586154141735075e-05]"
,"[87, 0, 0]","[0.033188705098939585, 8.308427653740053e-06]"
,"[88, 0, 0]","[0.03318870506614777, 7.2159937868457575e-06]"
,"[89, 0, 0]","[0.03318870503210813, 1.5828044505572406e-05]"
,"[90, 0, 0]","[0.03318870498812299, 1.9459204573822083e-05]"
,"[91, 0, 0]","[0.033188704947005224, 1.3580255993118048e-05]"
,"[92, 0, 0]","[0.03318870491901085, 4.075160552761015e-06]"
,"[93, 0, 0]","[0.03318870489700272, 8.176764238826333e-06]"
,"[94, 0, 0]","[0.03318870486941631, 1.500920089617108e-05]"
,"[95, 0, 0]","[0.03318870483681073, 1.600678941075301e-05]"
,"[96, 0, 0]","[0.03318870481151426, 9.062930744892834e-06]"
,"[97, 0, 0]","[0.03318870479729907, 2.52195069564402e-06]"
,"[98, 0, 0]","[0.033188704785942554, 7.034035905703123e-06]"
